uid,whisper_transcripts,gt_transcripts
1e1a616d-9312-4d3a-a1d0-86ed62afd73d, Calm down!," calm down 
"
783e4715-f374-499f-a9e9-5e732a315a3a, or," what am i supposed to do 
"
137ad737-ae84-4185-9ee8-5621b915d952," Good, huh, duh."," dude calm down 
"
eb852694-171b-49b2-a601-144e1a0189c1, ViceR," two sixes 
"
fabcff7c-fb6c-4bb9-9db0-cf0e90b662d3, Oh.," oh shit 
"
85b8e4fa-b03e-4ff5-9017-3e9707341177, I hope so.," three sevens 
"
b818c27f-9138-422e-90d9-2607f006881f, three seven," three sevens 
"
0d001882-2bdc-48ce-b8db-a50ed1748505, She doesn't know how to pace.," she doesn't know how to pace 
"
69f129b6-31d2-48d7-a037-0e1a6395d42e, do tapes," two eights 
"
20ba6691-c15c-43f9-8bcd-88ab7233ecde, Wonder," one nine 
"
56896735-1d0d-44fc-b24c-907d7cd3c7dc, Thank you.," bullshit that 
"
693df493-63c3-4ea8-9290-bff40558276d, Bye!," one ten 
"
c36ef41a-3bcb-4109-b66c-4cf444496638, Nobody put this game better to be my bullshit faces. It's legendary. I sell I'll be telling shit. I'll be selling," ain't nobody game better than me my my bullshit face is legendary i sell i be selling shit i be selling it 
"
81bb5af0-808c-4ed0-a8b4-003e9717c50a, I'll be telling you," what the fuck is this 
"
9150c26b-e8e1-477f-8dd4-24c755d4a3db," I tell, I'll be telling shit. I'll be selling it."," i told you 
"
cacd2530-4e1e-45ac-8780-543a980e2e85," She don't want to be called bullshit, all of a sudden."," she she don't want to be called bullshit on bro 
"
55a8a13f-3071-4395-9efd-34b1f0d2fa92, Oh," i'm gonna be calling your bullshit from now on is that a 
"
88f1b08b-92b9-4844-bbd8-2871b7d4889b," You gotta know, you gotta read."," you got you got a dog you got a 
"
3a7d9e8a-65fd-42fe-ad64-8f7f055bf9e1, The atoms and polys with the," a ten 
"
aaab1cff-50b4-47e4-8ab6-a1e550f88adf, TJ.," two tens 
"
6f3879c2-8e21-4d43-beb5-c70381fffb88, I think I do a salad. I'm gonna do a salad.," all you got to do it sell it you just got to all you got to do is sell it 
"
fdcbf8ec-6541-4f24-b7b3-a750168ee21c," You don't be settled though, you just, we don't be paying attention to you."," you don't be selling it though you just we don't be paying attention to you 
"
a1726dca-314d-4bb8-bf1d-774e065ea8fb, is more we have a heart we have a heated argument right now between us," it's war we have a we having a a heated argument right now between us 
"
5ae3f116-879f-46a2-9903-e573392f5ce2, What number am I going to make?," what number am i going 
"
45491e63-1550-40d9-9924-ad3c64820883," No you don't, you don't tell them."," no you don't you could don't tell him 
"
d4d3bb92-e596-42ab-80dc-1ab5f59624b4, It rose to fall.," it ruins the fun 
"
cac7d3b1-aa6e-40ad-ad5b-bff527ff1b1f, Thank you.," one queen 
"
0908eaab-b263-4847-944d-d51df799b274, Be RSS," bs cos it's kings 
"
4c1dd630-8bc7-4561-8db5-1121a5876d74,," that's right 
"
7d4ee3d0-d7e3-4090-86e9-d0c06ef6592c," I'm not quite Queen anyway, I'm only Queen."," i need my queen anyways that was my only queen 
"
83a67297-0d35-46ab-938d-abefe6817aab, uh... one of the," yeah one ace 
"
7f18e370-3dea-4ef7-86f9-0f01ab5fa5a2, Three threes.," three three's 
"
30eb3f37-6360-4e99-b09e-60da8bed838c, I definitely believe that I believe that trust me," i definitely believe that i definitely believe that trust me 
"
9dcd3ed1-1028-484d-9f4b-e71abc1ac009, Good.," go ahead 
"
399c3cd4-e12b-46e9-a972-0707cdd14396,," go ahead 
"
5025429b-171f-429d-8506-08af4fbb1f54, it worked out.," one four 
"
a3edcd44-8c6f-4883-afa1-26528746652c, The Nexus's," three sixes 
"
b3815448-f9d3-4ae4-a4c1-0913a333edd7, I see you sexist and I raised you with seven.," i see your sixes and i raise you a seven 
"
e27f62c7-f5fc-4c3c-992e-ff0e51ac8e72,," one 
"
124ed22a-ecc8-4cd2-855e-5b5af8fd6f40, Bullshit.," bullshit 
"
5f507f1d-83f5-469d-8425-608e3fe82604, hahahaha WHAT??," what 
"
b0c32702-46c7-4879-a3a4-c88b9b21ce94, I call bullshit on that one. I call it.," i call bullshit on that one 
"
24e89abb-e4b8-48d4-8590-d40b62daa8e8, I call it.," i said one eight got uh 
"
34b12860-4caf-4ee5-8c70-8b563630814a, I just know he got the rest of the eight.," no i just know he's got the rest of the eights 
"
911fb70c-84f5-4eba-b360-87492f6e6278, I do because I got to.," i do cos i got two 
"
4dcd2151-cb82-451c-999a-f8052ada780c, Three nine.," three nines 
"
972490cb-024d-41fb-bfc2-c2535ed62655, I believe that.," i believe that 
"
cae97020-da6d-4a54-ba5b-6142c1a4bdf6," One, two."," one six 
"
60275a92-1ace-431e-9da1-b3a593b579f9, You do that slow in that moment.," like slow down 
"
c2aafe73-9f1c-4bdd-8331-7c08fba7a471, Symbolically.," i'm i'm 
"
9fb9497a-0c1c-4b57-8415-c622c0680db0, She got a lot of cars.," she she got a lot to call 
"
989e6e54-ced5-42d8-9e71-37750b8456b1, reject," three jacks 
"
86a29282-114b-4b92-b146-cfc7a6f7aa12," But with me, I'm gonna wait"," don't fuck with me i get annoyed 
"
f0a46ac8-488e-4d0e-93ad-0dfab3cf122f, I'm gonna know wait," i have one queen 
"
404badcb-2cf7-4582-b9f8-e4d1dbfa6864," Mm-hmm, one king."," mhm one king 
"
57d3f0a5-d384-479c-8d4d-7c3609b895dd, Thanks!," one ace 
"
3ac7d90c-3ef3-4dbe-b818-dd2583a18070, Punch him.," one two 
"
db9f5af2-a83c-47df-9a7b-5b87759eeba2," One, three."," one three 
"
7b35a41d-3cf1-44a4-8ae8-e0fd11f409f2,," one four 
"
8eef11d2-a5e2-4ef9-bbf0-1c26f7aa8e4e," No, that's never did me right."," no that's never did me right 
"
91179bdb-de0e-4f77-affd-5289fb4125bb," Quiet, call the bullshit!"," call the bullshit 
"
2b5765a2-983d-4699-84bf-3169472ef6fe," No, I'm not a callable, shit, one, six. I'm not doing that."," no i'm not calling the bullshit one six i'm not doing that 
"
a043eab1-f8e4-4000-b1f7-c57d4c69af6d, Bye.," one ten 
"
d23fdd77-12ea-4946-b109-afb17514bf87, better world replacing USA feedlier," two eights 
"
d7c942a6-bfd3-4ff2-9926-88fafe78781b,aleo," damn 
"
74264e25-bf9e-473b-a221-90d7b1fb8a6d, I hate you," hate you one nine 
"
0af402b3-c0a0-4da2-aa92-60a579c5826a, you," one ten 
"
a18a8d74-e832-4e87-bcad-c9a5e351576c," Come on, Jack."," one jack 
"
5b0f98a7-fb7a-4674-9820-2da759cec1f3," Call it, I dare you."," call it i dare you 
"
bd9efa46-6b06-4a49-b073-bbb9d65f70fd," No, because you said that. No, just because you said that. It's... Mm? I've... I've... It's... It's..."," no cos you said that nope just cos you said that i be i be baiting you 
"
7e70057a-be15-4bf2-aa2c-85ca1bd7ed71, It's.," can somebody call 
"
c03794a9-6439-42d6-baa8-e2f5cbbc4084, Healthcare hacking.," i don't care one king 
"
b676194b-ef6d-41b6-8f82-0ab9eb87ec56, Bullshit! Bullshit!," bullshit bullshit 
"
2c1962dd-fbd5-4373-af06-82dcb34cdd09," jack, bullshit I hate you Fup what, yo"," two acespick up some cards 
"
ab9a7826-dcf8-4bb8-855e-5673cb13d7cd, I heard you.," i hate you 
"
65820dc2-904f-4216-9b5e-1a9fec6c19d9, Fuck you want to-," fuck you one two 
"
9ac4e9e9-4f9f-4f0a-9346-4a6f86255886, Boost it!," bullshit 
"
2b81b564-b47a-40de-9e9d-63f9d0337716," Take my damn tool, shut up!"," take my damn two shut up 
"
1f10eac2-1bd3-4d58-962c-7243390082f8, BYE LEQUARSE," four threes 
"
716c49fc-eb5f-415e-96c8-6014c138ed1d, Four threes. Tod on. Hold on. Let me just do a little math for a quick. I just want to do a little math," four threes hold on hold on let me just do a little math real quick i just i just wanna do a little math 
"
4d1316b3-ff21-4c7d-9789-43747a1b8ca7, I just want to do a little mouth.," four three threes 
"
28c144ec-0196-4eee-8dd4-c56cd27d69dd," You can't look at your car, it's been telling me. You can't call a boy, chair, or not. Keep moving."," you can't look at your cards and then tell me either call bullshit or not keep moving 
"
c3049e76-0d89-4f41-9883-b4081a80c5ff," Nah, now you got it, you got it, that's all you, that's all you"," nah nah you you got it you got it that's all you that's all you 
"
4465aa27-2742-4a98-9530-82a2f983da75, Three-fours.," three fours 
"
ee5094b6-addb-4e7f-bb9f-6162574ae0c6, Ward? Yeah Of course I.," you wanna call that bullshit 
"
4d80dca2-6a65-4df0-a802-7de4fc4edc15," Yeah, bullshit."," yeah bullshit 
"
205fe876-40c5-47a0-9109-5d947fe2983f," Damn, I'm thinking for all stupid. I will appreciate it. Appreciate it, because guess what? One fine."," damn i'm thinking four i'm stupid oh preciate it appreciate it cuz guess what um one five 
"
d1021454-2938-487e-8888-f99dd0396ef5, I appreciate it coming.," have fun 
"
07b9982c-db83-42a9-94df-f74967d53521, What seems right?," no that seems right 
"
e3e5e47d-d6fa-48b6-8d4c-5182d2068605, Why are you sliding over like this?," why are you sliding over like that 
"
14b792eb-1359-4bdd-9aa3-a24b5d49e78a, Two sevens because I don't want anyone who you are seeing my car! Two sevens!," two sevens cuz i don't want anyone of y'all to see my cards 
"
64d326b0-e851-4524-8520-c760e232e1e8, Do survey!," two sevens 
"
18ea5a47-bbec-4449-a4c5-7c96140109b2, How is that shot?," now he's at sus 
"
edf1dc51-79fd-414e-b884-5954cee3a13a, I am sus.," i'm sus 
"
3b1e04c1-0595-455f-babb-7529407a1478," Two seven Well, so I move Oh, I realize I had that in my hand Okay Mm-mm"," two sevens oh oh oh i didn't realize i had that in my hands kay kay kay 
"
7d33254a-876f-4bdf-8406-7ccf4432893c, OSUH?," call that bullshit i dare you oh 
"
56d9cc97-6ac1-4013-b156-17065a34874a, I got to reach up for a quick.," it's reshuffle real quick 
"
bcbb56a6-bbb3-4006-976f-55ee7b6784d8, we can organize our corners," we play asian style we can organize our cards 
"
d8b1b86c-c94b-4e2d-aeac-7f8324c24c9f, I really need to.," two eights i i really need to 
"
178e001e-9f7d-45a2-a0db-a5edada4a753, laughter.," one nine 
"
27ceed02-475a-45b3-ba63-94c9c5b4be49, One ten.," one ten 
"
4e773ecc-fc55-4d97-8c07-436372a96486, Can I just slow to hell for a second? To Jeff," can i just slow down for a second ugh ugh two jacks 
"
aab8aaf5-d819-4665-b87a-007e3a2764c3, Thanks.," no 
"
b13f3ab6-fb65-4ae2-9929-4f06d0d58951, Thank you.," three queens 
"
1874115d-0bbf-4aba-a504-e576a324d6da, Can I call that?," you wanna call that 
"
05b81360-3da5-4054-b001-4d601c8ebe24," No, I didn't expect you to put it over there. I was so fast."," no i didn't expect her to throw it down so fucking fast 
"
3bc95a25-5803-4b1b-a66b-6a3f6417bfd5, Good things.," two kings 
"
73e137ad-dfea-4f13-b4e6-88fcf8a57039, yeah.. do all of these things," two aces 
"
cf920323-87e8-44bb-a160-2b58344d0812,laughter Mike," one two 
"
992235cb-ee38-4ead-9c8c-bba348ddfc14," One, three."," one three 
"
1e1dbf4c-560e-4d68-8ad1-eb18f003ce59, Bullshit.," bullshit 
"
c54f4fb5-8ce2-4120-b9a6-3ecb77e2bfcb, I got all the threes. I got all the threes. I was way for someone to say all the threes. Doofy ass!," cuz i got all i got all the threes i got all i've waited for someone to say all the fucking threes 
"
492ab971-59c8-467a-b096-0a6c8d4c4399," I know, I know, I know it's okay. It's okay."," i i know i know i know it's okay it's okay 
"
4efe49cc-5793-4b8b-9f4d-75c658a2b5a5, It's okay.," i'm open 
"
842302f1-b4b2-488a-a565-160e8ee4c40e, It's okay.," it's okay 
"
0c891d55-b5df-46d5-9189-f235a142ab21," One four, it's okay. No bullshit. Check it out. Damn it!"," one four it's okay bullshit damn it 
"
3e9dea67-2372-4051-8356-76822d5edf3d, Alright. Bullshit. Check it out.," two fives done pick it up 
"
19355915-9d9d-4ed8-8f22-5860b3e28af9, Thank you.," it is two fives i'm looking over my cards 
"
49c4b46d-9b3d-4737-b72b-5bad588595ec," Fuck, cuz I got the other two fuckers!"," fuck cuz i got the other two fives 
"
934d0029-f16a-4001-9dbc-37924272f3b5, Oh," oh 
"
799e2c6c-b174-4676-8805-2fd7617d0e5d, I don't know why you slapping them over here to me.," i why you're slapping them over here to me 
"
650d02cb-9f4b-4a3f-b0cb-6c105aac187e, It's my stick right here. Nope. What a...," is my stick right here nope what 
"
0d5a1d79-89a7-4ebb-b92a-cbe2969445d0,ented slope. Thank you for watching!," i'll do it 
"
a81ace78-0a86-4395-aebd-97bf41c27112, So I can't even break liquor.," so i can't even drink liquor 
"
2501984e-db4d-4900-a762-9de015957823, Thank you.," ready one twoone two three that was a nice catch that was like a 
"
369ad8e2-0561-4f67-a90d-b424aa794638," It's all fun again to be pissed off like this. Yes, poor s s"," it's all fun and games until you catch something like this horse that's horse 
"
d97553c3-336a-4e21-9b20-27cff9440dd6," Yes, of course, of course. Yeah, and is the moment that way"," yes nah the clap at the end is the most deadly 
"
add3d01e-59e5-4028-8c49-57a001140e86," No, I post to cut it, but I even fuck the ritual up"," no i posed to cut it but i even fucked the ritual up 
"
9bc54411-f018-4345-aa2f-b2ce42c2cf8e, You can go faster than...," you didn't go fast 
"
2a997169-1766-4ab3-ac3e-3326739c277f," No, it's the person like the recent dealer to cut some."," no it's the person the recent dealer cuts it 
"
45390bf0-067f-4994-8c10-446dbf2beced, Serif Director," well i started off who goes first yeah 
"
944b9f49-0710-45bf-826f-89987163888e, It was for this shoot lets go for it," just usually do whatever 
"
1be5f9e5-781d-4d4f-af76-9ff0e04588c4, I understand we just have a little more order in our house.," i understand we just have a little more order in our house 
"
c4b8fbac-bf1e-4996-888f-58a60bb4b0f0, Because we take our game series like we like you still," cuz we take our game serious like we like used to 
"
7debeb6a-ec6e-42b1-ab01-7d288c7dcb65, Like you said that's serious because you that's how that's how we catch speeders," oh that's serious because you that's how that's how we catch cheaters 
"
aa9aa1bf-a8d6-404b-ba91-3da7673f8c62," That's fine, you can all have a two. That's fine. It was a two, shut up."," that's fine you can all have the two that's fine it was a two shut up 
"
50d7aa11-4b50-4383-bcc2-2dfaca71934c, That's what I'm talking about.," that's a three 
"
1ffc1f83-b5b3-46e2-8979-6a8b18e238cd," Yes, you go first."," do i go first or who goes 
"
8f760058-8835-42f6-b065-5fe2fdd5e5db," Yes, you go first."," yes you go first 
"
4f73be22-444e-4d53-9d73-48203cf4ce24," of, please, want to see."," one ace one ace 
"
2d79dc14-23e4-49a4-96d7-353f6df653fc, Mm-hmm. Mm-hmm. Mm-hmm. Mm-hmm. Mm-hmm. Two toes!," mhm mm hm mm hm mm hm two twos 
"
592b3b01-8ed4-4682-86f3-f1817f6c3db8, Mm-hmm.," i got pace 
"
47168127-eb57-4533-ab9c-f6c8049f2cb6, Look all you want.," look all you want 
"
b388eb0b-8345-45bb-abbe-2cbd149d652e, co Little Museum.," i that's why i'm doing it like this 
"
575f859d-57c3-4144-b560-71f2d921e6e6, One... Field mode.," one four 
"
3c2ef4d0-0de6-4c97-a66c-34fecfba0491, One part.," one five
"
5ee3390e-1648-4ef2-8c75-611150243ce5," This- that doesn't make sense though everybody's yelling out the same record cars dude, you realize that right?"," listen that doesn't make sense though everybody's giving out the same rank of cards you realize that right 
"
b8573ce2-c1f3-41f0-a20f-59c26a603cbf," No, it could be the same rank or higher is what they're saying."," no it could be the same rank or higher is what they're saying 
"
27af2169-b22c-4ba0-af54-ab1e8f0de85e," No, that's not what it says."," no that's not what they say it is 
"
859429fb-a8d0-4050-933b-b76360c3d6ce, We supposed to put on like two aces like a diamond and a clover," so are we supposed to put down like two aces uh like a diamond and a clover 
"
3dbd79ba-0ab0-415d-9ce4-2121d057448c," At any time in the process, the player puts down a car. Oh, you made this again."," at any time in the process the player that puts in a card let me read this again 
"
7c4969c5-1f4f-4ed7-a92b-4c3f7c7afba5, That doesn't make sense. Like that literally doesn't make sense. It's supposed to be a rank higher.," that doesn't make sense like that literally doesn't make sense it's supposed to be a rank higher 
"
2ec3fce4-0dc5-4866-8794-3c30a44ab320, I've always played at the same rank or a rank tie.," i've always played it the same rank or a rank higher 
"
277e19e3-f7da-48f4-88f5-b54fc1e71e7a," Yeah, that's how I claim to back me bias because I'm I played it off you"," yeah that's how i played it too i can be biased cuz i've i played it off of you 
"
f37660df-2d38-454d-a9ca-0e15f89ea8b7," First of all, if you had four... If you're not, you're not..."," first of all if you had four fours 
"
e3905bb0-7e8f-473d-9e3f-b09cb49e8575, If you're not you're not allowed to do double back on the floor It's like if you're going over every rank where why are you saying you have your put? Why are you putting out a fort? That doesn't make sense?," if you're not you're not allowed to double back on the fours like if you're going up on every rank why are you saying why are you why are you putting out all fours that doesn't make sense 
"
137c7527-623c-4daa-accc-d669d66070d4, you say you have your put," no it's the same rank or higher 
"
5b16addd-eb55-4f3d-a89e-0a2b21170161," This is the floor, it's the same grinkus."," guess the four is the same rank as 
"
3c38f918-ed16-4d52-8a4e-5ebdc8b63d50," Why? Because when I put out force, what would you post between our fires? Okay. That doesn't, like that doesn't make sense."," why cos when i put out fours you supposed to be putting out fives that doesn't like that doesn't make sense 
"
302ddb10-0529-4e1d-914d-73bacc3a867b, Love it.," okay 
"
323087b0-1434-4464-9c17-ce0941941a82," Okay, whatever whatever that's a bunch of bullets it that's all I'm gonna go Know this game's called liar and this game a liar cuz it's gonna stretch"," yes whatever whatever that's a all a bunch of bullshit that's all i'm gonna say no this game is called liar and this game is a liar for sure 
"
c1464d66-d186-4092-a435-08eb8efd0dd8," Okay, whatever what?"," okay i'm gonna read this again 
"
4ed83765-61ff-4b4c-ad08-a171294941bf," Bye, look up the..."," let me look up the 
"
4ce827ef-13e5-403e-9ef2-b10de0b62562," No, no, we play like that. We play how I do this. I'm just about to Make this game terrible for y'all Well, I put down one for all right. I put down three force That's how I'm be playing up Because that's how you that's how you can play the game and that's stupid as hell to play the game like but That doesn't make sense"," no no we can we can play it like that we play how we do just i'm just about to make this game terrible for y 'all i put down one four alright i put down three fours that's how i'm going to be playing now that's how you that's how you can play the game and that's stupid as hell to play a game like that that doesn't make sense 
"
